2024-03-26 20:08:48,091 DEBUG   HandlerThread:590508 [system_monitor.py:probe():210] {'os': 'Linux-5.14.0-362.18.1.el9_3.0.1.x86_64-x86_64-with-glibc2.34', 'python': '3.11.4', 'heartbeatAt': '2024-03-26T19:08:48.065411', 'startedAt': '2024-03-26T19:08:47.219672', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/staff/tord/Workspace/arces_classification/code_test.py', 'codePath': 'code_test.py', 'git': {'remote': 'git@github.com:tss95/arces_classification.git', 'commit': 'd51903ebb72bf91aecae5bcda72c81d74d752120'}, 'email': 'tord.stangeland@gmail.com', 'root': '/staff/tord/Workspace/arces_classification', 'host': 'saturn.norsar.no', 'username': 'tord', 'executable': '/staff/tord/miniconda3/envs/arces/bin/python', 'cpu_count': 20, 'cpu_count_logical': 40, 'cpu_freq': {'current': 2.365000000000001, 'min': 1000.0, 'max': 3200.0}, 'cpu_freq_per_core': [{'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 1.385, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}, {'current': 2.4, 'min': 1000.0, 'max': 3200.0}], 'disk': {'total': 39.98046875, 'used': 7.793003082275391}, 'memory': {'total': 125.03014755249023}}
2024-03-26 20:08:48,092 INFO    HandlerThread:590508 [system_monitor.py:probe():211] Finished collecting system info
2024-03-26 20:08:48,092 INFO    HandlerThread:590508 [system_monitor.py:probe():214] Publishing system info
2024-03-26 20:08:48,093 DEBUG   HandlerThread:590508 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-03-26 20:08:48,096 DEBUG   HandlerThread:590508 [system_info.py:_save_pip():67] Saving pip packages done
2024-03-26 20:08:48,097 DEBUG   HandlerThread:590508 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-03-26 20:08:48,852 INFO    Thread-17 :590508 [dir_watcher.py:_on_file_created():271] file/dir created: /staff/tord/Workspace/arces_classification/wandb/run-20240326_200847-sz0nvi5n/files/conda-environment.yaml
2024-03-26 20:08:48,853 INFO    Thread-17 :590508 [dir_watcher.py:_on_file_created():271] file/dir created: /staff/tord/Workspace/arces_classification/wandb/run-20240326_200847-sz0nvi5n/files/requirements.txt
2024-03-26 20:08:48,854 INFO    Thread-17 :590508 [dir_watcher.py:_on_file_created():271] file/dir created: /staff/tord/Workspace/arces_classification/wandb/run-20240326_200847-sz0nvi5n/files/wandb-summary.json
2024-03-26 20:08:59,854 INFO    Thread-17 :590508 [dir_watcher.py:_on_file_modified():288] file/dir modified: /staff/tord/Workspace/arces_classification/wandb/run-20240326_200847-sz0nvi5n/files/conda-environment.yaml
2024-03-26 20:09:00,069 DEBUG   HandlerThread:590508 [system_info.py:_save_conda():86] Saving conda packages done
2024-03-26 20:09:00,077 INFO    HandlerThread:590508 [system_monitor.py:probe():216] Finished publishing system info
2024-03-26 20:09:00,104 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:09:00,104 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: keepalive
2024-03-26 20:09:00,105 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:09:00,106 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: keepalive
2024-03-26 20:09:00,107 DEBUG   SenderThread:590508 [sender.py:send():379] send: files
2024-03-26 20:09:00,107 INFO    SenderThread:590508 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2024-03-26 20:09:00,130 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: stop_status
2024-03-26 20:09:00,133 DEBUG   SenderThread:590508 [sender.py:send_request():406] send_request: stop_status
2024-03-26 20:09:00,472 DEBUG   SenderThread:590508 [sender.py:send():379] send: telemetry
2024-03-26 20:09:00,809 INFO    wandb-upload_0:590508 [upload_job.py:push():131] Uploaded file /tmp/tmpy6gk7mezwandb/f4hirpfk-wandb-metadata.json
2024-03-26 20:09:00,856 INFO    Thread-17 :590508 [dir_watcher.py:_on_file_created():271] file/dir created: /staff/tord/Workspace/arces_classification/wandb/run-20240326_200847-sz0nvi5n/files/wandb-metadata.json
2024-03-26 20:09:03,474 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:09:08,475 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:09:13,477 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:09:15,126 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: stop_status
2024-03-26 20:09:15,127 DEBUG   SenderThread:590508 [sender.py:send_request():406] send_request: stop_status
2024-03-26 20:09:19,392 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:09:19,877 INFO    Thread-17 :590508 [dir_watcher.py:_on_file_modified():288] file/dir modified: /staff/tord/Workspace/arces_classification/wandb/run-20240326_200847-sz0nvi5n/files/config.yaml
2024-03-26 20:09:24,624 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:09:29,625 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:09:30,126 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: stop_status
2024-03-26 20:09:30,128 DEBUG   SenderThread:590508 [sender.py:send_request():406] send_request: stop_status
2024-03-26 20:09:35,313 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:09:40,314 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:09:45,127 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: stop_status
2024-03-26 20:09:45,128 DEBUG   SenderThread:590508 [sender.py:send_request():406] send_request: stop_status
2024-03-26 20:09:45,344 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:09:48,017 DEBUG   SystemMonitor:590508 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2024-03-26 20:09:48,023 DEBUG   SenderThread:590508 [sender.py:send():379] send: stats
2024-03-26 20:09:51,026 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:09:56,027 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:10:00,127 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: stop_status
2024-03-26 20:10:00,128 DEBUG   SenderThread:590508 [sender.py:send_request():406] send_request: stop_status
2024-03-26 20:10:01,354 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:10:06,355 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:10:11,357 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:10:15,127 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: stop_status
2024-03-26 20:10:15,128 DEBUG   SenderThread:590508 [sender.py:send_request():406] send_request: stop_status
2024-03-26 20:10:17,347 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:10:18,026 DEBUG   SenderThread:590508 [sender.py:send():379] send: stats
2024-03-26 20:10:23,029 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:10:28,031 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:10:30,127 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: stop_status
2024-03-26 20:10:30,128 DEBUG   SenderThread:590508 [sender.py:send_request():406] send_request: stop_status
2024-03-26 20:10:33,360 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:10:38,361 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:10:43,362 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:10:45,127 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: stop_status
2024-03-26 20:10:45,129 DEBUG   SenderThread:590508 [sender.py:send_request():406] send_request: stop_status
2024-03-26 20:10:48,030 DEBUG   SenderThread:590508 [sender.py:send():379] send: stats
2024-03-26 20:10:49,032 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:10:54,033 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:10:59,034 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:11:00,128 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: stop_status
2024-03-26 20:11:00,129 DEBUG   SenderThread:590508 [sender.py:send_request():406] send_request: stop_status
2024-03-26 20:11:04,418 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:11:09,420 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:11:14,421 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:11:15,128 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: stop_status
2024-03-26 20:11:15,129 DEBUG   SenderThread:590508 [sender.py:send_request():406] send_request: stop_status
2024-03-26 20:11:18,033 DEBUG   SenderThread:590508 [sender.py:send():379] send: stats
2024-03-26 20:11:20,035 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:11:25,037 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:11:30,038 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:11:30,128 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: stop_status
2024-03-26 20:11:30,129 DEBUG   SenderThread:590508 [sender.py:send_request():406] send_request: stop_status
2024-03-26 20:11:35,396 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:11:40,397 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:11:45,128 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: stop_status
2024-03-26 20:11:45,130 DEBUG   SenderThread:590508 [sender.py:send_request():406] send_request: stop_status
2024-03-26 20:11:46,359 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:11:48,037 DEBUG   SenderThread:590508 [sender.py:send():379] send: stats
2024-03-26 20:11:52,040 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:11:57,041 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:12:00,129 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: stop_status
2024-03-26 20:12:00,131 DEBUG   SenderThread:590508 [sender.py:send_request():406] send_request: stop_status
2024-03-26 20:12:02,398 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
2024-03-26 20:12:07,399 DEBUG   HandlerThread:590508 [handler.py:handle_request():144] handle_request: status_report
